status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,5,2,0.08,Arroyo,Puerto Rico,714,1393,,63900
for_sale,3,1,0.08,Arroyo,Puerto Rico,714,900,,66500
for_sale,4,1,0.09,Arroyo,Puerto Rico,714,900,,59100
for_sale,5,2,0.1,Guaynabo,Puerto Rico,965,1655,,59900
for_sale,6,2,0.05,Mayaguez,Puerto Rico,680,,,65000
for_sale,3,2,0.09,Toa Alta,Puerto Rico,953,1000,,45000
for_sale,6,6,0.08,Bayamon,Puerto Rico,957,1811,,94900
for_sale,4,2,0.09,Guayama,Puerto Rico,784,852,,75000
for_sale,2,2,1.22,Naranjito,Puerto Rico,719,1500,,55000
for_sale,3,2,0.07,Yabucoa,Puerto Rico,767,849,,85000
for_sale,3,2,0.09,Guaynabo,Puerto Rico,969,1250,,195000
for_sale,3,2,0.04,Bayamon,Puerto Rico,956,1156,,110000
for_sale,3,2,0.1,Caguas,Puerto Rico,725,1086,,144900
for_sale,4,3,0.43,Gurabo,Puerto Rico,778,3171,,253000
for_sale,3,3,0.3,Toa Alta,Puerto Rico,953,2400,,270000
for_sale,,,10.76,Vega Baja,Puerto Rico,693,2886,,249900
for_sale,3,2,0.33,Gurabo,Puerto Rico,794,1190,,204000
for_sale,3,1,0.06,Caguas,Puerto Rico,727,850,,150000
for_sale,4,2,0.1,Aguas Buenas,Puerto Rico,703,3138,,225000
for_sale,3,2,0.14,San Lorenzo,Puerto Rico,754,2330,,240000
for_sale,3,2,0.42,Gurabo,Puerto Rico,778,2000,,295000
for_sale,6,4,0.2,Naranjito,Puerto Rico,719,1880,,172000
for_sale,3,2,0.08,Caguas,Puerto Rico,725,1150,,152000
for_sale,3,1,0.1,Bayamon,Puerto Rico,956,1000,,149000
for_sale,6,4,0.37,Bayamon,Puerto Rico,956,2451,,240000
for_sale,3,1,0.08,Toa Alta,Puerto Rico,953,900,,149900
for_sale,3,2,,Guaynabo,Puerto Rico,965,1500,,255000
for_sale,3,2,0.07,Bayamon,Puerto Rico,956,750,,104000
for_sale,4,3,0.05,San Juan,Puerto Rico,926,1312,,188000
for_sale,4,2,0.16,Guaynabo,Puerto Rico,927,2528,,550000
for_sale,4,2,0.1,San Juan,Puerto Rico,926,1321,,150000
for_sale,3,2,,Guaynabo,Puerto Rico,969,1566,,189999
for_sale,3,1,0.09,Guaynabo,Puerto Rico,969,1000,,185000
for_sale,4,2,0.31,Cayey,Puerto Rico,737,3300,,475000
for_sale,7,6,1.08,San Juan,Puerto Rico,969,7246,,3200000
for_sale,7,4,0.5,Guaynabo,Puerto Rico,969,3673,,650000
for_sale,3,1,,San Juan,Puerto Rico,926,889,,122900
for_sale,3,2,0.14,San Juan,Puerto Rico,921,1569,,350000
for_sale,2,1,0.1,Bayamon,Puerto Rico,956,730,,156000
for_sale,5,5,0.32,San Juan,Puerto Rico,927,6000,,2275000
for_sale,4,2,0.15,Guaynabo,Puerto Rico,966,2000,,650000
for_sale,3,2,,Guaynabo,Puerto Rico,969,1551,,365000
for_sale,12,9,0.18,Bayamon,Puerto Rico,959,850,,450000
for_sale,4,3,0.16,Guaynabo,Puerto Rico,969,3540,,598000
for_sale,5,4,0.25,San Juan,Puerto Rico,926,3123,,2000000
for_sale,3,1,0.17,Juana Diaz,Puerto Rico,715,1080,,125000
for_sale,3,3,0.09,Ponce,Puerto Rico,715,4300,,499999
for_sale,,,0.08,Ponce,Puerto Rico,715,,,37000
for_sale,3,1,0.09,Salinas,Puerto Rico,751,870,,49900
for_sale,6,2,0.05,Mayaguez,Puerto Rico,680,,,65000
for_sale,3,1,0.08,Coamo,Puerto Rico,769,1009,,57000
for_sale,2,1,0.15,Juana Diaz,Puerto Rico,795,748,,67000
for_sale,6,2,0.39,Coamo,Puerto Rico,725,2329,,115000
for_sale,3,2,0.54,Ponce,Puerto Rico,730,1106,,99000
for_sale,2,1,0.37,Ponce,Puerto Rico,731,803,,63000
for_sale,4,2,0.1,Ponce,Puerto Rico,731,1800,,145000
for_sale,3,2,0.18,Santa Isabel,Puerto Rico,757,1166,,59000
for_sale,3,1,0.83,Ponce,Puerto Rico,731,599,,84000
for_sale,2,1,0.09,Ponce,Puerto Rico,730,1092,,100000
for_sale,3,2,0.08,Juana Diaz,Puerto Rico,795,1045,,150000
for_sale,3,2,0.08,Ponce,Puerto Rico,728,1500,,85000
for_sale,3,2,0.08,Ponce,Puerto Rico,731,1050,,71600
for_sale,3,2,1.15,Coamo,Puerto Rico,765,1326,,167000
for_sale,3,1,0.05,Ponce,Puerto Rico,730,900,,110000
for_sale,3,2,0.08,Ponce,Puerto Rico,728,1500,,105000
for_sale,3,1,2,Coamo,Puerto Rico,769,1213,,189000
for_sale,3,2,,Ponce,Puerto Rico,716,1148,,115000
for_sale,3,1,0.08,Santa Isabel,Puerto Rico,757,683,,67000
for_sale,3,2,,Ponce,Puerto Rico,716,1235,,145000
for_sale,5,5,0.74,Ponce,Puerto Rico,731,2677,,649000
for_sale,3,1,0.18,Santa Isabel,Puerto Rico,757,1020,,75000
for_sale,3,3,0.31,Ponce,Puerto Rico,731,3806,,380000
for_sale,4,3,0.3,Ponce,Puerto Rico,730,3000,,425000
for_sale,6,3,1.75,Villalba,Puerto Rico,766,1943,,189000
for_sale,1,1,0.1,Ponce,Puerto Rico,730,850,,220000
for_sale,4,2,0.11,Guayanilla,Puerto Rico,656,1300,,93000
for_sale,3,1,0.08,Penuelas,Puerto Rico,624,917,,74500
for_sale,4,2,3.08,Santa Isabel,Puerto Rico,757,2886,,495000
for_sale,3,2,,Ponce,Puerto Rico,716,1296,,145000
for_sale,5,4,0.12,Ponce,Puerto Rico,717,1600,,225000
for_sale,5,3,0.49,Penuelas,Puerto Rico,624,2500,,799000
for_sale,5,3,0.39,Ponce,Puerto Rico,716,3100,,310000
for_sale,3,2,,Ponce,Puerto Rico,716,1275,,114900
for_sale,1,1,,Ponce,Puerto Rico,717,800,,80000
for_sale,4,2,0.06,Ponce,Puerto Rico,728,2268,,335000
for_sale,4,2,0.09,Ponce,Puerto Rico,728,2710,,225000
for_sale,5,3,0.16,Ponce,Puerto Rico,730,3100,,555000
for_sale,6,6,0.94,Penuelas,Puerto Rico,624,9297,,3900000
for_sale,,,18.82,Santa Isabel,Puerto Rico,757,,,405000
for_sale,,,18.82,Santa Isabel,Puerto Rico,757,,,405000
for_sale,3,2,0.05,Ponce,Puerto Rico,716,860,,126300
for_sale,2,1,0.05,Ponce,Puerto Rico,716,714,,42000
for_sale,3,1,0.04,Ponce,Puerto Rico,716,1025,,65000
for_sale,5,3,0.32,Naguabo,Puerto Rico,716,1604,,150000
for_sale,3,2,,Ponce,Puerto Rico,716,1148,,115000
for_sale,3,2,,Ponce,Puerto Rico,716,1235,,145000
for_sale,3,2,,Ponce,Puerto Rico,716,1296,,145000
for_sale,5,3,0.39,Ponce,Puerto Rico,716,3100,,310000
for_sale,3,2,,Ponce,Puerto Rico,716,1275,,114900
for_sale,4,3,,Ponce,Puerto Rico,716,3611,,859000
for_sale,,,0.81,Ponce,Puerto Rico,716,,,225000
for_sale,2,2,102.07,Ponce,Puerto Rico,717,,,150000
for_sale,3,3,,Ponce,Puerto Rico,717,,,250000
for_sale,5,4,0.12,Ponce,Puerto Rico,717,1600,,225000
for_sale,8,10,0.14,Ponce,Puerto Rico,717,6154,,875000
for_sale,6,5,0.27,Ponce,Puerto Rico,717,3953,,349900
for_sale,3,1,0.01,Ponce,Puerto Rico,717,822,,168000
for_sale,3,3,2.89,Ponce,Puerto Rico,717,2400,,220000
for_sale,,,6,Ponce,Puerto Rico,717,,,89000
for_sale,1,1,,Ponce,Puerto Rico,717,800,,80000
for_sale,,,0.6,Ponce,Puerto Rico,717,,,103000
for_sale,,,1.81,Ponce,Puerto Rico,717,,,750000
for_sale,,,0.86,Ponce,Puerto Rico,717,,,190000
for_sale,3,2,0.07,Naguabo,Puerto Rico,718,890,,79000
for_sale,3,1,0.06,Naguabo,Puerto Rico,718,2723,,70000
for_sale,10,5,0.12,Naguabo,Puerto Rico,718,1582,,75000
for_sale,2,1,0.13,Naguabo,Puerto Rico,718,741,,51700
for_sale,3,2,1.03,Naguabo,Puerto Rico,718,1977,,135450
for_sale,3,2,0.06,Naguabo,Puerto Rico,718,1019,,40000
for_sale,3,2,1.09,Naguabo,Puerto Rico,718,2229,,385000
for_sale,4,2,0.25,Naguabo,Puerto Rico,718,3600,,499950
for_sale,4,4,0.49,Naguabo,Puerto Rico,718,1631,,499000
for_sale,3,2,0.52,Naguabo,Puerto Rico,718,2300,,550000
for_sale,,,30.4,Naguabo,Puerto Rico,718,,,300000
for_sale,,,0.17,Naguabo,Puerto Rico,718,,,50000
for_sale,2,1,40.8,Naguabo,Puerto Rico,718,900,,1500000
for_sale,,,53,Naguabo,Puerto Rico,718,,,1600000
for_sale,,,194.22,Naguabo,Puerto Rico,718,,,3000000
for_sale,2,2,1.22,Naranjito,Puerto Rico,719,1500,,55000
for_sale,3,2,0.46,Naranjito,Puerto Rico,719,1318,,50000
for_sale,2,1,0.97,Naranjito,Puerto Rico,719,1500,,55000
for_sale,6,4,0.2,Naranjito,Puerto Rico,719,1880,,172000
for_sale,6,6,1.07,Naranjito,Puerto Rico,719,1830,,220000
for_sale,3,2,0.13,Naranjito,Puerto Rico,719,981,,62000
for_sale,2,1,0.23,Naranjito,Puerto Rico,719,620,,70000
for_sale,2,1,0.23,Naranjito,Puerto Rico,719,620,,70000
for_sale,,,2.57,Naranjito,Puerto Rico,719,,,75000
for_sale,,,22.57,Naranjito,Puerto Rico,719,,,250000
for_sale,3,2,0.09,Toa Alta,Puerto Rico,953,1000,,45000
for_sale,6,6,0.08,Bayamon,Puerto Rico,957,1811,,94900
for_sale,5,3,0.07,San Juan,Puerto Rico,921,2100,,189000
for_sale,5,3,0.07,Manati,Puerto Rico,674,1700,,185000
for_sale,6,3,0.08,Toa Alta,Puerto Rico,953,1382,,120000
for_sale,3,2,0.09,Guaynabo,Puerto Rico,969,1250,,195000
for_sale,4,3,0.43,Gurabo,Puerto Rico,778,3171,,253000
for_sale,3,2,,Toa Baja,Puerto Rico,949,2572,,128000
for_sale,3,1,0.06,Caguas,Puerto Rico,727,850,,150000
for_sale,3,2,0.14,San Lorenzo,Puerto Rico,754,2330,,240000
for_sale,3,1,0.08,Toa Alta,Puerto Rico,953,900,,149900
for_sale,3,2,0.09,Gurabo,Puerto Rico,778,2100,,260000
for_sale,3,1,0.2,Ciales,Puerto Rico,639,2040,,50000
for_sale,6,4,0.37,Bayamon,Puerto Rico,956,2451,,240000
for_sale,2,1,,Toa Baja,Puerto Rico,949,900,,77000
for_sale,4,2,0.1,Aguas Buenas,Puerto Rico,703,3138,,225000
for_sale,3,2,,San Juan,Puerto Rico,924,1105,,94000
for_sale,2,2,,Guaynabo,Puerto Rico,966,709,,135000
for_sale,3,3,0.19,Dorado,Puerto Rico,646,3500,,2000000
for_sale,7,5,0.08,San Juan,Puerto Rico,920,2000,,210000
for_sale,4,4,0.24,Dorado,Puerto Rico,646,2500,,3500000
for_sale,3,2,0.07,Bayamon,Puerto Rico,956,750,,104000
for_sale,4,2,0.16,Guaynabo,Puerto Rico,927,2528,,550000
for_sale,3,2,,San Juan,Puerto Rico,926,1340,,175000
for_sale,4,2,0.03,Toa Baja,Puerto Rico,949,1111,,125000
for_sale,4,2,3.08,Santa Isabel,Puerto Rico,757,2886,,495000
for_sale,3,1,,San Juan,Puerto Rico,921,673,,135000
for_sale,5,5,0.32,San Juan,Puerto Rico,927,6000,,2275000
for_sale,3,2,0.14,San Juan,Puerto Rico,921,1569,,350000
for_sale,2,1,,San Juan,Puerto Rico,901,565,,280000
for_sale,3,2,,Vega Alta,Puerto Rico,692,2096,,625000
for_sale,4,2,0.15,Guaynabo,Puerto Rico,966,2000,,650000
for_sale,1,1,,San Juan,Puerto Rico,920,596,,125000
for_sale,3,2,,Guaynabo,Puerto Rico,969,1551,,365000
for_sale,,1,,San Juan,Puerto Rico,926,557,,325000
for_sale,4,3,0.14,Dorado,Puerto Rico,646,3500,,1100000
for_sale,4,3,0.16,Guaynabo,Puerto Rico,969,3540,,598000
for_sale,3,2,,San Juan,Puerto Rico,907,2000,,3700000
for_sale,5,4,0.25,San Juan,Puerto Rico,926,3123,,2000000
for_sale,1,1,,San Juan,Puerto Rico,901,1300,,636000
for_sale,2,2,,San Juan,Puerto Rico,911,1780,,3300000
for_sale,2,3,,San Juan,Puerto Rico,912,1600,,1200000
for_sale,3,1,,Vega Baja,Puerto Rico,693,748,,82000
for_sale,4,2,0.36,Vega Baja,Puerto Rico,693,,,62000
for_sale,4,4,0.2,Hatillo,Puerto Rico,685,1760,,144900
for_sale,3,1,0.04,Camuy,Puerto Rico,627,1460,,69500
for_sale,3,2,0.1,Aguada,Puerto Rico,602,600,,95000
for_sale,3,2,0.12,Rincon,Puerto Rico,677,2000,,295000
for_sale,4,2,0.2,Isabela,Puerto Rico,662,1933,,195000
for_sale,3,2,0.28,Aguadilla,Puerto Rico,603,2000,,195000
for_sale,3,2,0.15,Anasco,Puerto Rico,610,1687,,149900
for_sale,3,2,,Canovanas,Puerto Rico,729,1200,2/28/2020,76900
for_sale,,,0.32,Isabela,Puerto Rico,662,,,55000
for_sale,4,3,0.22,Camuy,Puerto Rico,678,900,,245000
for_sale,3,2,0.19,Isabela,Puerto Rico,662,1800,,195000
for_sale,3,2,0.22,Aguadilla,Puerto Rico,603,2070,,215000
for_sale,3,2,0.22,Aguadilla,Puerto Rico,603,1900,,215000
for_sale,,,0.24,Aguada,Puerto Rico,602,,,39500
for_sale,,,1.07,Lares,Puerto Rico,669,,,25000
for_sale,,,0.21,Aguada,Puerto Rico,602,,,58000
for_sale,,,0.14,Moca,Puerto Rico,676,,,28000
for_sale,,,87.41,Mayaguez,Puerto Rico,680,,,290000
for_sale,,,0.25,Rincon,Puerto Rico,677,,,50000
for_sale,,,0.62,Rincon,Puerto Rico,677,,,78000
for_sale,,,6.77,Rincon,Puerto Rico,677,,,275000
for_sale,,,2.64,Aguada,Puerto Rico,602,,,649000
for_sale,,,0.47,Camuy,Puerto Rico,627,,,105000
for_sale,,,0.28,Aguadilla,Puerto Rico,603,,,65000
for_sale,,,4.22,Lares,Puerto Rico,669,,,325000
for_sale,,,0.22,Quebradillas,Puerto Rico,678,,,89000
for_sale,,,0.22,Aguada,Puerto Rico,676,,,49000
for_sale,,,0.28,Aguada,Puerto Rico,602,,,65500
for_sale,,,0.52,Rincon,Puerto Rico,677,,,208799
for_sale,,,0.54,Rincon,Puerto Rico,677,,,219300
for_sale,,,47,Rincon,Puerto Rico,677,,,2000000
for_sale,,,0.28,Aguada,Puerto Rico,602,,,67500
for_sale,,,26.1,Isabela,Puerto Rico,662,,,9000000
for_sale,,,2.52,Camuy,Puerto Rico,627,,,145000
for_sale,,,5.64,Quebradillas,Puerto Rico,678,,,1900000
for_sale,,,247.57,Isabela,Puerto Rico,603,,,8000000
for_sale,7,3,0.37,Rincon,Puerto Rico,677,,,180000
for_sale,3,1,0.38,Camuy,Puerto Rico,627,900,,74000
for_sale,4,2,0.15,Lares,Puerto Rico,669,1597,,81000
for_sale,3,2,0.05,Aguadilla,Puerto Rico,603,1184,,63000
for_sale,4,2,0.12,Aguadilla,Puerto Rico,605,1800,,210000
for_sale,5,5,0.62,Aguadilla,Puerto Rico,603,8460,,850000
for_sale,3,3,2.91,Moca,Puerto Rico,676,2485,,265000
for_sale,3,2,0.22,San Sebastian,Puerto Rico,685,1134,,121000
for_sale,3,2,0.13,Aguadilla,Puerto Rico,605,1123,,113000
for_sale,3,1,0.11,Lares,Puerto Rico,669,870,,99000
for_sale,3,3,0.13,Camuy,Puerto Rico,627,1300,,168100
for_sale,4,3,0.4,Mayaguez,Puerto Rico,682,2711,,425000
for_sale,5,3,0.11,Anasco,Puerto Rico,610,2327,,165000
for_sale,3,3,0.26,Hatillo,Puerto Rico,659,3227,,319000
for_sale,7,3,0.1,Mayaguez,Puerto Rico,680,1000,,219000
for_sale,3,2,0.25,San Sebastian,Puerto Rico,685,875,,115000
for_sale,3,2,0.13,Aguada,Puerto Rico,602,1380,,249000
for_sale,4,2,0.09,Trujillo Alto,Puerto Rico,976,1700,,299000
for_sale,6,3,0.07,Hatillo,Puerto Rico,659,1819,,135000
for_sale,,,0.36,Isabela,Puerto Rico,662,,,47000
for_sale,3,2,0.15,Aguadilla,Puerto Rico,603,2280,,290000
for_sale,,,0.17,Isabela,Puerto Rico,662,,,60000
for_sale,1,1,,Rincon,Puerto Rico,677,568,,115000
for_sale,,,0.13,Aguadilla,Puerto Rico,603,,,31179
for_sale,,,2.43,Aguadilla,Puerto Rico,603,,,739500
for_sale,,,0.18,Aguadilla,Puerto Rico,603,,,44720
for_sale,,,1.94,Anasco,Puerto Rico,680,,,115000
for_sale,,,0.21,Hatillo,Puerto Rico,659,,,50000
for_sale,,,0.25,Hatillo,Puerto Rico,659,,,50000
for_sale,,,1.6,Rincon,Puerto Rico,677,,,430000
for_sale,,,9.43,Camuy,Puerto Rico,627,,,305000
for_sale,,,1.46,Aguada,Puerto Rico,602,,,150000
for_sale,,,2.91,Hatillo,Puerto Rico,659,,,110000
for_sale,,,0.75,Rincon,Puerto Rico,677,,,75000
for_sale,,,0.55,Camuy,Puerto Rico,627,,,90000
for_sale,,,0.58,Rincon,Puerto Rico,677,,,104200
for_sale,,,0.97,Quebradillas,Puerto Rico,678,,,150000
for_sale,,,0.4,Aguadilla,Puerto Rico,603,,,75000
for_sale,,,0.67,Camuy,Puerto Rico,627,,,85000
for_sale,,,0.49,Aguadilla,Puerto Rico,603,,,200000
for_sale,,,0.22,Aguadilla,Puerto Rico,603,,,125000
for_sale,,,0.43,Rincon,Puerto Rico,677,,,1450000
for_sale,5,3,0.16,Isabela,Puerto Rico,662,1886,,69900
for_sale,3,1,0.08,Isabela,Puerto Rico,662,939,,65000
for_sale,4,2,0.04,Mayaguez,Puerto Rico,680,960,,59000
for_sale,6,3,0.13,Mayaguez,Puerto Rico,680,2110,,77000
for_sale,3,1,0.74,Lares,Puerto Rico,669,2500,,132000
for_sale,4,2,0.89,Aguadilla,Puerto Rico,603,1408,,99000
for_sale,2,1,,Mayaguez,Puerto Rico,680,900,,29000
for_sale,3,1,0.12,Hatillo,Puerto Rico,659,930,,85000
for_sale,3,1,0.04,Mayaguez,Puerto Rico,680,975,,60150
for_sale,3,1,0.27,Lares,Puerto Rico,669,1070,,95000
for_sale,7,5,0.04,Mayaguez,Puerto Rico,680,,,229500
for_sale,3,1,0.1,Camuy,Puerto Rico,627,800,,110000
for_sale,2,1,0.97,Mayaguez,Puerto Rico,680,1475,,170000
for_sale,3,3,0.25,Mayaguez,Puerto Rico,682,2100,,199000
for_sale,3,2,0.43,Rincon,Puerto Rico,677,1500,,389000
for_sale,3,2,0.29,Mayaguez,Puerto Rico,682,2031,,255200
for_sale,,,0.72,San Sebastian,Puerto Rico,685,,,17850
for_sale,4,2,0.15,Aguada,Puerto Rico,602,3000,,139500
for_sale,6,3,0.49,Aguadilla,Puerto Rico,603,2618,,225900
for_sale,2,2,,Rincon,Puerto Rico,677,875,,295000
for_sale,,,0.67,San Sebastian,Puerto Rico,685,,,50000
for_sale,5,3,19.44,Lares,Puerto Rico,669,3907,,367500
for_sale,4,2,0.05,Mayaguez,Puerto Rico,680,563,,109955
for_sale,3,3,,Aguada,Puerto Rico,677,2715,,720000
for_sale,3,3,,Aguada,Puerto Rico,602,2715,,720000
for_sale,,4,1,Rincon,Puerto Rico,677,,,2500000
for_sale,,,0.3,Isabela,Puerto Rico,685,,,42000
for_sale,5,3,8.74,Aguada,Puerto Rico,602,5517,,1399000
for_sale,,,33.35,Aguada,Puerto Rico,602,,,249500
for_sale,,,0.26,Mayaguez,Puerto Rico,682,,,55000
for_sale,,,7.17,Aguada,Puerto Rico,662,,,699000
for_sale,,,11,Aguada,Puerto Rico,603,,,199900
for_sale,,,0.21,Aguada,Puerto Rico,602,,,74000
for_sale,,,204.51,Lares,Puerto Rico,669,,,236500
for_sale,,,0.21,Aguada,Puerto Rico,602,,,74000
for_sale,,,1.35,Quebradillas,Puerto Rico,678,,,105000
for_sale,,,0.37,Rincon,Puerto Rico,677,,,120000
for_sale,,,0.29,Rincon,Puerto Rico,677,,,299000
for_sale,,,0.19,Rincon,Puerto Rico,677,,,245000
for_sale,,,1.74,Rincon,Puerto Rico,677,,,2250000
for_sale,,,1.4,Rincon,Puerto Rico,,,,650000
for_sale,,,10.98,Mayaguez,Puerto Rico,682,,,844500
for_sale,3,1,0.22,Mayaguez,Puerto Rico,680,746,,35000
for_sale,5,2,0.32,Mayaguez,Puerto Rico,680,1500,,55000
for_sale,3,1,0.23,Mayaguez,Puerto Rico,680,962,,50300
for_sale,6,3,1.4,Juncos,Puerto Rico,777,2392,,77000
for_sale,7,4,0.11,Quebradillas,Puerto Rico,678,2500,,174900
for_sale,4,3,0.18,San Sebastian,Puerto Rico,685,2000,,100000
for_sale,2,1,0.11,Hatillo,Puerto Rico,659,784,,90000
for_sale,7,4,0.08,Las Marias,Puerto Rico,670,3174,,81000
for_sale,3,1,0.52,San Sebastian,Puerto Rico,685,1200,,140000
for_sale,3,1,0.27,Quebradillas,Puerto Rico,678,950,,105000
for_sale,5,2,5.14,Maricao,Puerto Rico,606,2156,,55000
for_sale,4,2,0.09,Mayaguez,Puerto Rico,682,1050,,150000
for_sale,2,2,0.05,Lares,Puerto Rico,669,1173,,59000
for_sale,3,2,0.17,Aguadilla,Puerto Rico,603,1500,,180000
for_sale,2,2,0.17,Mayaguez,Puerto Rico,680,850,,74300
for_sale,3,1,1.94,Camuy,Puerto Rico,627,1400,,109000
for_sale,3,2,2.2,Rincon,Puerto Rico,677,2000,,725000
for_sale,5,5,0.31,Mayaguez,Puerto Rico,682,4387,,425000
for_sale,,,0.88,Aguada,Puerto Rico,602,,,35000
for_sale,,,1.5,Isabela,Puerto Rico,662,,,175000
for_sale,,,0.25,Aguadilla,Puerto Rico,603,,,28000
for_sale,,,0.25,Isabela,Puerto Rico,662,,,55000
for_sale,,,6.9,Rincon,Puerto Rico,677,,,310000
for_sale,,,21.08,Aguada,Puerto Rico,602,,,85000
for_sale,,,0.1,Moca,Puerto Rico,676,,,35000
for_sale,,,0.11,Moca,Puerto Rico,676,,,38000
for_sale,,,0.57,Aguada,Puerto Rico,602,,,47000
for_sale,,,8.9,Rincon,Puerto Rico,677,,,500000
for_sale,,,0.97,Rincon,Puerto Rico,677,,,65000
for_sale,,,0.32,Moca,Puerto Rico,676,,,29000
for_sale,,,0.65,Aguada,Puerto Rico,602,,,50000
for_sale,,,1.6,Rincon,Puerto Rico,677,,,500000
for_sale,,,0.27,Rincon,Puerto Rico,677,,,219000
for_sale,,,0.74,Rincon,Puerto Rico,677,,,269000
for_sale,,,0.27,Camuy,Puerto Rico,627,,,55000
for_sale,,,0.42,Moca,Puerto Rico,676,,,50000
for_sale,,,0.25,Camuy,Puerto Rico,627,,,50000
for_sale,,,0.54,Rincon,Puerto Rico,677,,,220000
for_sale,,,0.68,Aguada,Puerto Rico,602,,,130000
for_sale,,,0.4,Aguada,Puerto Rico,602,,,165000
for_sale,,,0.37,Anasco,Puerto Rico,610,,,140000
for_sale,,,0.37,Aguada,Puerto Rico,602,,,95000
for_sale,4,3,10.76,Dorado,Puerto Rico,646,,,60660
for_sale,4,2,0.15,Vega Alta,Puerto Rico,692,6458,,105000
for_sale,6,2,0.03,Manati,Puerto Rico,674,1200,,29900
for_sale,5,2,0.05,Dorado,Puerto Rico,646,1600,,120000
for_sale,4,2,0.36,Vega Baja,Puerto Rico,693,,,62000
for_sale,3,1,0.04,Manati,Puerto Rico,674,595,,19900
for_sale,6,3,4.94,Vega Alta,Puerto Rico,692,3000,,265000
for_sale,3,2,0.08,Manati,Puerto Rico,674,1086,,125000
for_sale,2,1,0.13,Vega Alta,Puerto Rico,692,1694,,100000
for_sale,4,2,0.11,Vega Baja,Puerto Rico,693,1688,,77000
for_sale,2,1,0.15,Vega Baja,Puerto Rico,693,1000,,63000
for_sale,3,1,,Vega Baja,Puerto Rico,693,748,,82000
for_sale,3,2,0.09,Manati,Puerto Rico,674,2417,,70000
for_sale,7,4,0.69,Toa Alta,Puerto Rico,972,2106,,103000
for_sale,7,3,0.09,Dorado,Puerto Rico,949,1192,6/28/2019,110000
for_sale,3,2,0.08,Barceloneta,Puerto Rico,617,1015,,111000
for_sale,3,1,0.07,Vega Alta,Puerto Rico,962,1025,,102000
for_sale,4,2,0.11,Vega Alta,Puerto Rico,692,2500,,254900
for_sale,3,2,,Vega Baja,Puerto Rico,963,1120,,108000
for_sale,3,2,0.09,Manati,Puerto Rico,674,951,,110000
for_sale,5,3,0.07,Manati,Puerto Rico,674,1700,,165000
for_sale,3,3,0.21,Dorado,Puerto Rico,646,2462,,1600000
for_sale,3,1,0.09,Vega Baja,Puerto Rico,693,1000,,75200
for_sale,4,3,0.15,Manati,Puerto Rico,674,568,,300000
for_sale,3,3,,Dorado,Puerto Rico,646,4265,,15000000
for_sale,,,8.54,Morovis,Puerto Rico,687,,,225000
for_sale,,,4.86,Dorado,Puerto Rico,646,,,800000
for_sale,3,1,0.49,Vega Alta,Puerto Rico,692,945,,73700
for_sale,2,1,0.19,Vega Baja,Puerto Rico,692,959,,59000
for_sale,4,3,0.25,Toa Alta,Puerto Rico,953,1490,,82000
for_sale,3,1,0.08,Vega Baja,Puerto Rico,693,770,,32000
for_sale,6,3,0.08,Vega Baja,Puerto Rico,693,1928,,96000
for_sale,3,2,0.07,Vega Alta,Puerto Rico,692,800,,49300
for_sale,6,2,8.42,Vega Baja,Puerto Rico,693,1170,,79000
for_sale,2,1,0.02,Manati,Puerto Rico,674,896,,30000
for_sale,3,2,0.1,Fajardo,Puerto Rico,738,1150,,73300
for_sale,2,2,0.38,Vega Alta,Puerto Rico,692,1000,,67500
for_sale,6,3,0.08,Vega Baja,Puerto Rico,693,1900,,75000
for_sale,2,1,0.03,Manati,Puerto Rico,674,784,,58000
for_sale,2,1,0.19,Dorado,Puerto Rico,646,834,,83600
for_sale,3,2,0.09,Morovis,Puerto Rico,687,1512,,94000
for_sale,3,2,0.42,Vega Alta,Puerto Rico,692,1000,,88000
for_sale,3,2,,Vega Baja,Puerto Rico,693,1063,,89000
for_sale,4,3,0.12,Vega Baja,Puerto Rico,693,1335,,205000
for_sale,4,4,0.32,Dorado,Puerto Rico,646,2800,,825000
for_sale,3,2,,Vega Baja,Puerto Rico,693,1158,,135000
for_sale,3,1,,Vega Alta,Puerto Rico,692,805,,81900
for_sale,6,3,0.18,Vega Baja,Puerto Rico,693,2371,,189000
for_sale,3,1,,Vega Alta,Puerto Rico,692,805,,66500
for_sale,3,1,,Vega Alta,Puerto Rico,692,805,,95900
for_sale,3,2,0.21,Manati,Puerto Rico,674,954,,125400
for_sale,3,2,,Vega Alta,Puerto Rico,692,2138,,192000
for_sale,3,2,0.11,Vega Baja,Puerto Rico,693,900,,98000
for_sale,4,2,0.13,Vega Alta,Puerto Rico,692,1784,,305000
for_sale,3,2,,Vega Alta,Puerto Rico,692,2138,,192000
for_sale,6,5,0.24,Vega Baja,Puerto Rico,693,2800,,295000
for_sale,3,2,,Vega Baja,Puerto Rico,693,1133,,155000
for_sale,4,4,0.24,Dorado,Puerto Rico,646,3015,,1500000
for_sale,4,2,0.12,Dorado,Puerto Rico,646,2381,,819000
for_sale,4,4,,Dorado,Puerto Rico,646,882,,800000
for_sale,3,3,,Dorado,Puerto Rico,646,1983,,1200000
for_sale,3,2,,Vega Alta,Puerto Rico,692,1747,,350000
for_sale,5,4,0.24,Dorado,Puerto Rico,646,4791,,2500000
